EER90453	GO:0005739	GO:0098542	GO:0046658	GO:0009506	GO:0003674																																															
EER93047	GO:0005096	GO:0005739	GO:0090630																																																	
OQU90570	GO:0005739	GO:0042626	GO:0140359	GO:0000302	GO:0005886	GO:0042908																																														
EER90454	GO:0009407	GO:0006749	GO:0004364	GO:0005737	GO:0009536	GO:0005777																																														
EER93049	GO:0003674	GO:1901701	GO:0005737	GO:0009536	GO:0009941																																															
EER93051	GO:0005739	GO:0009451	GO:0003723	GO:0043231	GO:0008270																																															
EER90457	GO:0003674	GO:0009507	GO:0009416																																																	
OQU90580	GO:0003674	GO:0005634	GO:0005886	GO:0040007	GO:0010629	GO:0008104	GO:0010243	GO:0048507																																												
KXG37070	GO:0006974	GO:0009909	GO:0071217	GO:0009944	GO:1902066	GO:2000024	GO:0010044	GO:0009793	GO:0048359	GO:0005515	GO:0009620	GO:0005634	GO:0006979	GO:0009733	GO:0045893	GO:0048358	GO:0045892	GO:0009617	GO:0047484	GO:0001666	GO:0009414	GO:0006355	GO:0010272	GO:0080001	GO:0045995	GO:1901001	GO:0046898	GO:0009908	GO:0009827	GO:0010192	GO:1902183	GO:0003714	GO:0010393	GO:1902074	GO:0009624	GO:0009611	GO:0003713	GO:0010073														
KXG30816	GO:0045893	GO:0000987	GO:0005634	GO:2000762	GO:0000976	GO:1901141	GO:0009094	GO:0030154	GO:0003700	GO:0045892	GO:1901002	GO:2000652																																								
EES05578	GO:0009506	GO:0051641	GO:0005525	GO:0040007	GO:0000325	GO:0003924	GO:0009642	GO:0015031																																												
EES05579	GO:0003735	GO:0015934	GO:0006412	GO:0005739																																																
EES07309	GO:0009620	GO:0003674	GO:0005634																																																	
EES07310	GO:0090333	GO:0051865	GO:0005634	GO:0004842	GO:0005515	GO:0016567	GO:0005737																																													
KXG30817	GO:0005747	GO:0005739	GO:0003954	GO:0045333																																																
EES05580	GO:0002183	GO:0005737	GO:0003674	GO:0005852	GO:0043436	GO:0009536	GO:0010035																																													
KXG30818	GO:0000038	GO:0048868	GO:0006633	GO:0009507	GO:0042335	GO:0005783	GO:0009409	GO:0009922	GO:0009416	GO:0102756																																										
EES05581	GO:0005515	GO:0006355	GO:0003700	GO:0005634	GO:0008270																																															
EES05582	GO:0009941	GO:0009507	GO:0005743	GO:0005886	GO:0005739	GO:0000095	GO:0009536	GO:0009658	GO:0015805																																											
EES05583	GO:0046658	GO:0005576	GO:0009856	GO:0048653	GO:0099503	GO:0009055	GO:0048046	GO:0031012																																												
KXG30819	GO:0009941	GO:0090391	GO:0009535	GO:0009534	GO:0009507	GO:0009515	GO:0009579	GO:0010287	GO:0005515	GO:0005829	GO:0097753																																									
OQU85464	GO:0005515	GO:0010440	GO:0000976	GO:0048574	GO:0000978	GO:0000981	GO:0006357	GO:0045944	GO:0006355	GO:0042803	GO:0005634	GO:0003700																																								
EES05584	GO:0005739	GO:0008270	GO:0008150																																																	
KXG30822	GO:0080156	GO:0005515	GO:0009409	GO:0016554	GO:0003723	GO:0005739	GO:0009507	GO:1900871	GO:0003729																																											
EES05585	GO:0050832	GO:0004190	GO:0005576	GO:0005515																																																
OQU85465	GO:0005886	GO:0009705	GO:0015743	GO:0005253																																																
EES05586	GO:0030163	GO:0043412	GO:0006396	GO:0003674	GO:0005730	GO:0005634																																														
KXG30824	GO:0003674	GO:0046394	GO:0005576	GO:0048507	GO:0005634																																															
KXG30825	GO:0016020	GO:0071805	GO:0015079	GO:0005739	GO:0006813																																															
KXG30826	GO:0009793	GO:0006346	GO:0008380	GO:0000244	GO:0070417	GO:0009409	GO:0005515	GO:0009845	GO:0005634	GO:0015030	GO:0071011	GO:0000398	GO:0005687	GO:0097526	GO:0046540																																					
KXG30827	GO:0009414	GO:0009737	GO:0016620	GO:0009507	GO:0043878	GO:0004029	GO:0005634																																													
EES07317	GO:0003674	GO:0016567	GO:0005634																																																	
EES07315	GO:0004825	GO:0005829	GO:0006418	GO:0005737																																																
KXG30830	GO:0045893	GO:0001558	GO:0009965	GO:0003677	GO:0000981	GO:0043565	GO:0009651	GO:0005515	GO:0017148	GO:0003700	GO:0005634	GO:0009637	GO:0042803																																							
EES05589	GO:0009704	GO:0009579	GO:0071277	GO:0009535	GO:0009534	GO:0009507	GO:0009536	GO:0090333	GO:0005739																																											
EES07319	GO:0016413	GO:0005794																																																		
EES07320	GO:0009507	GO:0016413	GO:0005794																																																	
EES07321	GO:0005886	GO:0003674	GO:0005773	GO:0050829	GO:0009734	GO:0005576	GO:0009506	GO:0005794																																												
KXG30834	GO:0005737	GO:0005730	GO:0006364	GO:0000028	GO:0032545	GO:0034456	GO:0003674																																													
EES05591	GO:0005634	GO:0000470	GO:0031118	GO:0003729	GO:0031429	GO:0000469	GO:0005730	GO:0034513	GO:0031120	GO:0005732	GO:0003723																																									
EES05592	GO:0005515	GO:0005576	GO:0005886	GO:0004674	GO:0006468	GO:0051607	GO:0042802	GO:0016301																																												
OQU85473	GO:0005515	GO:0008270	GO:0007623	GO:0009909	GO:0042802	GO:0003700	GO:0005634																																													
OQU85472	GO:0046513	GO:0042761	GO:0050291	GO:0006665	GO:0016410	GO:0005783	GO:2000012	GO:0010256																																												
EES05594	GO:0006465	GO:0008233	GO:0009534	GO:0044257	GO:0004252	GO:0009642	GO:0009507	GO:0005739	GO:0009535	GO:0016021	GO:0009941																																									
EES07324	GO:0005515	GO:0003700	GO:0005634																																																	
OQU85475	GO:0061630	GO:0006511	GO:0005634																																																	
OQU85477	GO:0006367	GO:0005672	GO:0006366	GO:0005634	GO:0003674																																															
EES05596	GO:0003674	GO:0005634	GO:0005730	GO:0008150																																																
OQU85482	GO:0004842	GO:0016567	GO:0005634																																																	
KXG30838	GO:0015171	GO:0005886	GO:0000325	GO:0003333																																																
KXG30839	GO:0005515	GO:0003700	GO:0006351	GO:0000976	GO:0003677	GO:0005634	GO:0006355	GO:0046983	GO:0009742	GO:0042802	GO:1902448																																									
KXG30840	GO:0009507	GO:0009535	GO:0009416	GO:0009579	GO:0003674																																															
OQU85485	GO:0045489	GO:0010214	GO:0010395	GO:0005737	GO:0008194	GO:0005794	GO:0016757																																													
EES07330	GO:0005575	GO:0006464	GO:0003674																																																	
KXG30845	GO:0000976	GO:0003700	GO:0006355	GO:0090057	GO:0048364	GO:0005634	GO:0010087																																													
OQU85489	GO:0090332	GO:0015692	GO:0080168	GO:0002229	GO:0140359	GO:0042631	GO:0055085	GO:0009414	GO:0009409	GO:0015562	GO:0005515	GO:0046865	GO:0009738	GO:0009737	GO:0010496	GO:0048581	GO:0098739	GO:0042626	GO:0009723	GO:0009753	GO:0009408	GO:0005886	GO:0005739	GO:0009751	GO:0010193	GO:0098657																										
KXG30847	GO:0005789	GO:0016020	GO:0046520	GO:0005506	GO:0009640	GO:0000170	GO:0016491	GO:0005783	GO:0005794																																											
EES05601	GO:0005829	GO:0008610	GO:0009826	GO:0046658	GO:0033993	GO:0051301	GO:1901617	GO:0048588	GO:0010015	GO:0090558	GO:0031225	GO:0005886	GO:0009832	GO:0048589	GO:0005576	GO:0000325	GO:0014070	GO:0030154																																		
EES05602	GO:0009738	GO:0045893	GO:0006357	GO:0005634	GO:0006355	GO:0009414	GO:0005515	GO:0000978	GO:0000981	GO:0016602	GO:0046982	GO:0001228	GO:0003700																																							
KXG30848	GO:0009738	GO:0045893	GO:0006357	GO:0005634	GO:0006355	GO:0009414	GO:0005515	GO:0000978	GO:0000981	GO:0016602	GO:0046982	GO:0001228	GO:0003700																																							
EES07334	GO:0005634	GO:0000049	GO:0080179	GO:0009019	GO:0006400	GO:0052905	GO:0002939																																													
KXG30849	GO:0009055	GO:0005576	GO:0031225	GO:0046658																																																
OQU85490	GO:0005783	GO:0006457	GO:0005789	GO:0005634	GO:0009507																																															
EES07335	GO:0044550	GO:1901657	GO:0005576	GO:0006721	GO:0003674	GO:0044281	GO:0098542																																													
EES07336	GO:0044550	GO:1901657	GO:0005576	GO:0006721	GO:0003674	GO:0044281	GO:0098542																																													
KXG30852	GO:0009624	GO:0005634	GO:0005886	GO:0009536	GO:0003674																																															
EES05604	GO:0005783	GO:0030244	GO:0009833	GO:0005886	GO:0016759	GO:0051753	GO:0016760	GO:0005634	GO:0016757	GO:0005794																																										
KXG30853	GO:0005575	GO:0008270	GO:0051301																																																	
KXG30854	GO:0009737	GO:0003729	GO:0005737	GO:0005634	GO:0048024	GO:0009751	GO:0005886																																													
EES07338	GO:0016279	GO:0018022	GO:0018026	GO:0030785	GO:0009507																																															
OQU85493	GO:0033926	GO:0004575	GO:0005987	GO:0005634	GO:0048364	GO:0009507	GO:0005829	GO:0004564																																												
KXG30855	GO:0003674	GO:0008150	GO:0005634																																																	
EES07339	GO:0005634	GO:0005515	GO:0005737	GO:0004674	GO:0009638	GO:0006468	GO:0016301	GO:0004672	GO:0005886	GO:0010540	GO:0005730																																									
OQU85495	GO:0019563	GO:0004370	GO:0006641	GO:0042742	GO:0006071	GO:0046167	GO:0006072	GO:0002237	GO:0016773	GO:0005739	GO:0005829	GO:0016310	GO:0009617	GO:0010188																																						
KXG30856	GO:0000470	GO:0005730	GO:0001510	GO:0005634	GO:0008757	GO:0070475	GO:0009383	GO:0006396																																												
OQU85498	GO:0005794	GO:0051301	GO:0005338	GO:0005464	GO:0015297																																															
EES07342	GO:0005634	GO:0000976	GO:0007623	GO:0006355	GO:0048579	GO:0005515	GO:0008270	GO:0003700																																												
EES07343	GO:0000976	GO:0005802	GO:0005794	GO:0016758	GO:0008378	GO:0010192	GO:0010214	GO:0051070	GO:0010392	GO:0005768																																										
EES05610	GO:0031087	GO:0000932	GO:0006402	GO:0005515	GO:0042803	GO:0007186	GO:0005634																																													
OQU85500	GO:0005506	GO:0009813	GO:0016711	GO:0005576	GO:0016020	GO:0020037	GO:0009411	GO:0016709	GO:0009733																																											
EES07344	GO:0009737	GO:0003729	GO:0005737	GO:0005634	GO:0048024	GO:0009751	GO:0005886																																													
EES05611	GO:0005794	GO:0006886	GO:0005737	GO:0005096	GO:0000325	GO:0005886	GO:0016020	GO:0005543																																												
EES07345	GO:0003333	GO:0015802	GO:0006952	GO:0005886	GO:0015171																																															
OQU85503	GO:0003674	GO:0005739	GO:0008150																																																	
KXG30863	GO:0005794	GO:0005802	GO:0000325	GO:0016020	GO:0005773	GO:0005768	GO:0072657	GO:0009506																																												
KXG30864	GO:0005794	GO:0005802	GO:0000325	GO:0016020	GO:0005773	GO:0005768	GO:0072657	GO:0009506																																												
KXG30866	GO:1905392	GO:0048589	GO:0005794	GO:0051301	GO:0048437	GO:0048827	GO:0009793	GO:0030154	GO:0003674	GO:0031327	GO:0010073	GO:0050793																																								
EES05613	GO:0005515	GO:0031225	GO:0090406	GO:0005886	GO:0045927	GO:0009536																																														
EES05614	GO:1901565	GO:0005634	GO:0044248	GO:0016053	GO:0010035	GO:0080008																																														
KXG30867	GO:0006511	GO:0005515	GO:0061631	GO:0005634	GO:0004842	GO:0000209																																														
KXG30910	GO:0005783	GO:0006612	GO:0019706	GO:0005794	GO:0018230																																															
EES07349	GO:0044550	GO:1901657	GO:0005576	GO:0006721	GO:0003674	GO:0044281	GO:0098542																																													
KXG30869	GO:0005247	GO:0009507	GO:0005794																																																	
OQU85505	GO:0007140	GO:0005634	GO:0010165	GO:0007143	GO:0009555	GO:0006281	GO:0005515																																													
EES07352	GO:0007140	GO:0005634	GO:0010165	GO:0007143	GO:0009555	GO:0006281	GO:0005515																																													
EES05617	GO:0044550	GO:1901657	GO:0005576	GO:0006721	GO:0003674	GO:0044281	GO:0098542																																													
EES07353	GO:0044550	GO:1901657	GO:0005576	GO:0006721	GO:0003674	GO:0044281	GO:0098542																																													
EES07354	GO:0005575	GO:0003674	GO:0008150																																																	
EES07355	GO:0033549	GO:0005515	GO:0004725	GO:0046620	GO:0043407	GO:0005634	GO:0008138	GO:0009733	GO:0061388	GO:0035556	GO:0009737																																									
KXG30873	GO:0010228	GO:0003674	GO:0005634																																																	
EES07356	GO:0051087	GO:0006457	GO:0009755	GO:0009408	GO:0010286	GO:0005634																																														
EES07357	GO:0051017	GO:0009860	GO:0051639	GO:0051015	GO:0009846	GO:0030036	GO:0032432	GO:0005737	GO:0005884																																											
OQU85511	GO:0005737	GO:0010053	GO:0007266	GO:0009932	GO:0005515	GO:0005094	GO:0016020	GO:0005829																																												
KXG30876	GO:0005739	GO:0009941	GO:0005740	GO:1990544	GO:0000325	GO:0005471	GO:0009536	GO:0140021	GO:0005507	GO:0005515	GO:0015865																																									
EES05618	GO:0016567	GO:0005634	GO:0061630																																																	
OQU85515	GO:0005739	GO:0003674	GO:0008150																																																	
EES05620	GO:0005758	GO:0005739	GO:0015914	GO:1990050																																																
EES05621	GO:0003735	GO:0009507	GO:0022625	GO:0002181	GO:0005737	GO:0022626	GO:0003729																																													
EES07359	GO:0098542	GO:0031347	GO:0005634	GO:0007165	GO:0009415	GO:0033036																																														
KXG30878	GO:0003674	GO:0010035	GO:0005575																																																	
EES05623	GO:0005829	GO:0003729	GO:0010636	GO:0005737	GO:0005739	GO:0005634	GO:0048312	GO:0019750																																												
EES07362	GO:0005829	GO:0009527	GO:0042721	GO:0005739	GO:0009507	GO:0045039	GO:0005747	GO:0042803																																												
EES07363	GO:0008150	GO:0005737	GO:0003674																																																	
EES07364	GO:0008150	GO:0003674	GO:0005575																																																	
EES05624	GO:1902600	GO:0055075	GO:0005886	GO:0015386	GO:0015706	GO:0010167	GO:0010150	GO:0005634	GO:0015112																																											
EES05625	GO:0009414	GO:0016720	GO:0050184	GO:0009606	GO:0005783	GO:0102861	GO:0005634	GO:0046394	GO:0045485	GO:0044255	GO:0006636	GO:1901617	GO:0102857	GO:0102985	GO:0102855	GO:0008610	GO:0102860	GO:0102871	GO:0032787																																	
KXG30881	GO:0009414	GO:0016720	GO:0050184	GO:0009606	GO:0005783	GO:0102861	GO:0005634	GO:0046394	GO:0045485	GO:0044255	GO:0006636	GO:1901617	GO:0102857	GO:0102985	GO:0102855	GO:0008610	GO:0102860	GO:0102871	GO:0032787																																	
EES07366	GO:0005634	GO:0003674	GO:0044085																																																	
EES07367	GO:0006694	GO:0043436	GO:0009755	GO:0016616	GO:0005783	GO:0003854																																														
EES07368	GO:0051603	GO:0005615	GO:0042742	GO:0009507	GO:0010623	GO:0009505	GO:0005515	GO:0005764	GO:0004197																																											
EES07369	GO:0006164	GO:0006015	GO:0005737	GO:0004749	GO:0002189	GO:0005829	GO:0000287	GO:0005886	GO:0009506																																											
OQU85519	GO:0009536	GO:0005829	GO:0005634	GO:0006895	GO:0003674																																															
KXG30886	GO:0005634	GO:0006357	GO:0032991	GO:0005515	GO:0003677	GO:0003700	GO:0006355																																													
EES05627	GO:0005739	GO:0010317	GO:0005524	GO:0047334	GO:0005737	GO:0005829	GO:0009749	GO:0015979	GO:0008443																																											
EES05628	GO:0006629	GO:0019432	GO:0046460	GO:0005789	GO:0005811	GO:0008374	GO:0004144	GO:0034389	GO:0009507																																											
OQU85520	GO:0003729	GO:0005634	GO:0008150																																																	
EES05629	GO:0005778	GO:0015936	GO:0016126	GO:0004420	GO:0019287	GO:0005789	GO:0008299	GO:0005783	GO:0005515	GO:0016020																																										
EES05630	GO:0005515	GO:0010228	GO:0009640	GO:0005634	GO:0003700	GO:0043621	GO:0003680																																													
EES07372	GO:0005739	GO:0019430	GO:0005759	GO:0045454	GO:0051781	GO:0048316	GO:0009507	GO:0005829	GO:0004791	GO:0009846																																										
KXG30889	GO:0005739	GO:0002229	GO:0004675	GO:0042742	GO:0004674	GO:0005886	GO:0005576	GO:0006468																																												
EES05632	GO:0045489	GO:0003831	GO:0042546	GO:0005794																																																
KXG30891	GO:0009507	GO:0004252	GO:0008233	GO:0005634	GO:0010205																																															
EES05636	GO:0005739	GO:0010035	GO:0042742	GO:0002376	GO:0003674	GO:0048869																																														
EES05637	GO:0005739	GO:0010035	GO:0042742	GO:0002376	GO:0003674	GO:0048869																																														
OQU85522	GO:0009408	GO:0043621	GO:0051259	GO:0071456	GO:0009507	GO:0009651	GO:0042542	GO:0006457	GO:0005783	GO:0051082																																										
KXG30892	GO:0010287	GO:0009507	GO:0008150	GO:0003674																																																
KXG30895	GO:0008150	GO:0005634	GO:0003674																																																	
KXG30897	GO:1903298	GO:0034663	GO:0000325	GO:0071456	GO:0099503	GO:0005794	GO:0005783	GO:0005829																																												
KXG30898	GO:0015616	GO:0009507	GO:0005634	GO:0006281	GO:0000002	GO:0005739	GO:0003678																																													
EES05638	GO:0031225	GO:0003674	GO:0006996	GO:0009507	GO:0071554																																															
EES05640	GO:0016779	GO:0008641	GO:0005737	GO:0061604	GO:0002143	GO:0004792	GO:0008265	GO:0042292	GO:0061605	GO:0005829																																										
EES07378	GO:0048869	GO:0006996	GO:0036002	GO:0010629	GO:0071006	GO:0009793	GO:0017070	GO:0005515	GO:0005634	GO:0006397	GO:0003729	GO:0000974	GO:0071007																																							
EES07379	GO:0004672	GO:0006468	GO:0005886	GO:0042742	GO:0004674	GO:0005829																																														
OQU85525	GO:0012505	GO:0006812	GO:0015299	GO:0005451	GO:0006885	GO:0015385																																														
EES07381	GO:0000978	GO:0005739	GO:0006357	GO:0048766	GO:0003700	GO:0005515	GO:0000981	GO:0005634	GO:0046983																																											
KXG30901	GO:0006997	GO:0034399	GO:0005576	GO:0097298	GO:0005739	GO:0005635	GO:0005515	GO:0005652	GO:0005654	GO:0005634	GO:0000785																																									
EES05641	GO:0090630	GO:0005096	GO:0005575																																																	
EES07382	GO:0010089	GO:0010016	GO:0048316	GO:0005634	GO:0003674	GO:1905392	GO:0010274	GO:0048827	GO:0009888	GO:0010014	GO:0010051																																									
EES05643	GO:0009507	GO:0005739	GO:0046933	GO:0042776	GO:0015986	GO:0000274	GO:0000275	GO:0009536	GO:0045261	GO:0005753	GO:0008270	GO:0050897																																								
EES05645	GO:0000105	GO:0009570	GO:0004400	GO:0030170	GO:0005737	GO:0009507																																														
EES07384	GO:0005829	GO:0009579	GO:0016616	GO:0005739	GO:0051287	GO:0008863	GO:0009536	GO:0009326	GO:0009611	GO:0009507																																										
OQU85529	GO:0004527	GO:0006364	GO:0005634	GO:0008408	GO:0003676																																															
EES07386	GO:0009506	GO:0046982	GO:0005634	GO:0006334	GO:0005829	GO:0003677																																														
OQU85539	GO:0034968	GO:1900109	GO:0005634	GO:0018024	GO:0006338	GO:0008270	GO:0043565	GO:0003700																																												
EES05647	GO:2000241	GO:0005634	GO:0048638																																																	
OQU85541	GO:0005515	GO:0061630	GO:0006511	GO:0005634	GO:0008270	GO:0016567	GO:0009733	GO:0031461	GO:0031463	GO:0097602	GO:0019005																																									
EES07390	GO:0005741	GO:0016462	GO:1900055	GO:0005524	GO:0004427	GO:0005737	GO:0016301																																													
EES07391	GO:0009507	GO:0016036	GO:0004088	GO:0006207	GO:0005951	GO:0009570	GO:0044205	GO:0006526	GO:0005737	GO:0006541	GO:0006807																																									
EES05648	GO:0016208	GO:0009536	GO:0005737																																																	
EES05649	GO:0006355	GO:0010087	GO:0010067	GO:0045893	GO:0003700	GO:0000976	GO:0090057	GO:0005634																																												
OQU85543	GO:0005739	GO:0009793																																																		
EES05650	GO:0042744	GO:0005778	GO:0005737	GO:0009941	GO:0050660	GO:0016656	GO:0016651																																													
OQU85544	GO:0042744	GO:0005778	GO:0005737	GO:0009941	GO:0050660	GO:0016656	GO:0016651																																													
EES05652	GO:0005509	GO:0005634	GO:0009611	GO:0071456	GO:0005515																																															
KXG30913	GO:0010035	GO:0009507	GO:0019748																																																	
KXG30914	GO:0005515	GO:0005634	GO:0003700	GO:0006355	GO:0009793	GO:0003677	GO:0042803	GO:0000976																																												
EES07394	GO:0005515	GO:0007005	GO:0016887	GO:0005739																																																
OQU85546	GO:0006355	GO:0003700	GO:0005634																																																	
EES07395	GO:0050832	GO:0031347	GO:0009751	GO:0004842	GO:0005739	GO:0002682	GO:0042742	GO:0009755	GO:0009651	GO:0010200	GO:0005737	GO:1901701	GO:0009266	GO:0005634	GO:0016567																																					
EES05656	GO:0005515	GO:0009911	GO:0006351	GO:0003677	GO:0006355	GO:0009637	GO:0003700	GO:0005634	GO:0045824	GO:0046983																																										
KXG30917	GO:0005773	GO:0009269	GO:0005737	GO:0005886	GO:0005829																																															
EES07397	GO:0006355	GO:0005634	GO:0009620	GO:0009507	GO:0000976	GO:0005886	GO:0009536	GO:0005829																																												
KXG30919	GO:0065003	GO:0009941	GO:0044281	GO:0005737	GO:0009507	GO:0048523																																														
EES05657	GO:1900057	GO:0010283	GO:0005737	GO:0033194																																																
EES05655	GO:0006281	GO:0009793	GO:0005634	GO:0006261	GO:0003689	GO:0005663																																														
KXG30922	GO:0005985	GO:0006796	GO:0000287	GO:0005737	GO:0005634	GO:0004427	GO:2000904	GO:0019915	GO:0005829	GO:0042546	GO:0005654																																									
EES07398	GO:0009570	GO:0019240	GO:0016597	GO:0043231	GO:0042450	GO:0009507	GO:0004585																																													
OQU85551	GO:0098542	GO:0005634	GO:0060560	GO:0000902	GO:0005515	GO:0016567	GO:0006970	GO:0010035	GO:0016049	GO:0044085																																										
OQU85552	GO:0008610	GO:0006487	GO:0006651	GO:0030176	GO:0043231	GO:0047874	GO:0008195	GO:0009507																																												
EES05660	GO:0009507	GO:0043139	GO:0015994	GO:0031324	GO:0003729	GO:0044283	GO:0006721	GO:0006082	GO:0009570	GO:0009941	GO:0009642	GO:0042440	GO:0006970	GO:0009414	GO:0009637	GO:0009639																																				
KXG30924	GO:0009570	GO:0009507	GO:1901811	GO:0010287	GO:0005515	GO:0010436	GO:0016121	GO:0005829																																												
KXG30925	GO:0022857	GO:0014070	GO:0009507	GO:0006952	GO:0005886																																															
EES05661	GO:0009687	GO:0050832	GO:0009507	GO:0046345	GO:0016709	GO:0010295	GO:0016125	GO:0048838	GO:0005506	GO:0020037	GO:0016491	GO:0009639	GO:0004497																																							
KXG30926	GO:0005886	GO:0070592	GO:0009809	GO:0009507	GO:0022857	GO:0005739	GO:0009832																																													
EES05663	GO:0006886	GO:0005515	GO:0005484	GO:0006906	GO:0031201	GO:0048278	GO:0030140	GO:0012505	GO:0005770	GO:0000149	GO:0045324	GO:0016021	GO:0006896	GO:0006623	GO:0016020	GO:0005794	GO:0061025																																			
KXG30984	GO:0080092	GO:0005739																																																		
EES05664	GO:0004712	GO:0004713	GO:0040007	GO:0046777	GO:0018107	GO:0005634	GO:0018105	GO:0006468	GO:0009506	GO:0009789	GO:0005737	GO:0004672	GO:0004674	GO:0005515	GO:0005576																																					
KXG30930	GO:0071555	GO:0005576	GO:0052793																																																	
EES07403	GO:0000373	GO:0048564	GO:0045292	GO:0006388	GO:0009507	GO:0004519	GO:0010239	GO:0005634																																												
EES07404	GO:0030148	GO:0006666	GO:0009507	GO:0047560	GO:0005789																																															
KXG30932	GO:0008168	GO:0010189	GO:0009507	GO:0050342	GO:0005634																																															
EES07405	GO:0005515	GO:0006351	GO:0009739	GO:0048366	GO:0006355	GO:0005634	GO:0009409	GO:0005524																																												
EES05669	GO:0009506	GO:0030126	GO:0006890	GO:0006888	GO:0010035	GO:0051301	GO:0051645	GO:0005886																																												
OQU85560	GO:0010088	GO:0009733	GO:0005634	GO:0009888	GO:0003674																																															
OQU85557	GO:0004674	GO:0005634	GO:0006468	GO:0005737	GO:0016310	GO:0035556																																														
OQU85562	GO:0015174	GO:0015203	GO:0015846	GO:0005886	GO:0009507																																															
EES05672	GO:0005739	GO:0010230	GO:0102721	GO:0009916	GO:0009409	GO:0106292	GO:0031930	GO:0009507	GO:0045333																																											
OQU85563	GO:0003700	GO:2000762	GO:0005515	GO:0006355	GO:0005575																																															
KXG30938	GO:0005515	GO:1905786	GO:1904668	GO:0019900	GO:0010997	GO:0031145	GO:1990757	GO:0005680	GO:0033597	GO:0016567	GO:0005634																																									
EES05673	GO:0070888	GO:0003700	GO:0006355	GO:0009555	GO:0005634	GO:0048658	GO:0052543	GO:0005515	GO:0046983																																											
EES05674	GO:0010228	GO:0042393	GO:0009506	GO:0005515	GO:0097298	GO:0090351	GO:0005634																																													
EES07408	GO:0005669	GO:0043436	GO:0005634	GO:1901135	GO:0006790	GO:0046982	GO:0019748																																													
EES05675	GO:0000712	GO:0000819	GO:0005634	GO:0003916	GO:0006265	GO:0008094	GO:0009507	GO:0003918	GO:0007059	GO:0009330																																										
EES07409	GO:0070180	GO:0008270	GO:0009506	GO:0009507	GO:0022626	GO:0005634	GO:0003735	GO:0005737	GO:0005730	GO:0006412	GO:0022625	GO:0015934	GO:0005783	GO:0003729	GO:0000325																																					
KXG30944	GO:0005634	GO:0008150	GO:0003674																																																	
EES07410	GO:0015970	GO:0010150	GO:0009507	GO:0008728	GO:0005886	GO:0015979																																														
EES07411	GO:0003924	GO:0005794	GO:0006886	GO:0005737	GO:0005525	GO:0006499	GO:0016192																																													
EES07413	GO:0006355	GO:0010015	GO:1905393	GO:0003700	GO:0048878	GO:0005634	GO:0009908	GO:0000976	GO:0009892	GO:0030154	GO:0090558																																									
EES07414	GO:0043161	GO:0005634	GO:0004842	GO:0061630	GO:0005737	GO:0051641	GO:0005515	GO:0034657																																												
KXG30948	GO:0009535	GO:0005515	GO:0009570	GO:0009941	GO:0009507	GO:0048046	GO:0009409	GO:0005737	GO:0019253	GO:0009579	GO:0010319	GO:0005634	GO:0018119																																							
KXG30949	GO:0005886	GO:0015031	GO:0055038	GO:0032588	GO:0005634	GO:0005739	GO:0005794																																													
EES05677	GO:0003674	GO:0005634	GO:0009888	GO:0005739																																																
EES07415	GO:0005739	GO:0005524	GO:0005515	GO:0008270	GO:0009505	GO:0016887	GO:0007005																																													
OQU85568	GO:0003723	GO:0005739	GO:0048364																																																	
EES05679	GO:0009416	GO:0003729	GO:0015994	GO:0008270	GO:0009507																																															
EES05680	GO:0009698	GO:0009611	GO:0016207	GO:0005737	GO:0009507	GO:0009620	GO:0009411	GO:0016405																																												
KXG30951	GO:0043130	GO:0005634	GO:0043328	GO:0035091	GO:0016192	GO:0009536	GO:0009056	GO:0006464	GO:0007165																																											
KXG30956	GO:0000976	GO:0048440	GO:0048481	GO:0005634	GO:0006355	GO:0009944	GO:0003700	GO:0010158																																												
KXG30958	GO:0034647	GO:0005634	GO:0006355	GO:0032452	GO:0006338	GO:0003700																																														
EES07417	GO:0016762	GO:0010200	GO:0010411	GO:0048588	GO:0010053	GO:0060560	GO:0044248	GO:1901575	GO:0071310	GO:0071695	GO:0071669	GO:0042546	GO:0030247	GO:0006464	GO:0004553																																					
EES05681	GO:0031386	GO:0019941	GO:0006464	GO:0031625	GO:0005737	GO:0005829	GO:0009751	GO:0005634	GO:0003729	GO:0016567	GO:0007568																																									
EES05682	GO:0005887	GO:0035673	GO:0006857	GO:0016020																																																
EES05683	GO:0005887	GO:0035673	GO:0006857	GO:0016020																																																
OQU85576	GO:0008150	GO:0003674	GO:0005739																																																	
OQU85574	GO:0050832	GO:0006364	GO:0071226	GO:0005515	GO:0005634	GO:0034051	GO:0005886	GO:0005829																																												
EES05685	GO:0045893	GO:0009809	GO:0000976	GO:0005634	GO:2000652	GO:0005515	GO:0003700	GO:0009411																																												
OQU85577	GO:0009505	GO:0005576	GO:0004601	GO:0005739	GO:0006979	GO:0009506	GO:0020037	GO:0006950																																												
KXG30961	GO:0004708	GO:0000165	GO:0004674	GO:0005737																																																
KXG30963	GO:0004672	GO:0009645	GO:0044248	GO:0044255	GO:0072330	GO:0065003	GO:1901575	GO:0006468	GO:0009611	GO:0009753	GO:0005524	GO:0009507																																								
KXG30966	GO:0032436	GO:0006511	GO:0000151	GO:0031624	GO:0061630	GO:0005737	GO:0000209	GO:0005634																																												
KXG30965	GO:0006355	GO:0000077	GO:0000976	GO:0010332	GO:0005634	GO:0003700	GO:0040020																																													
